student_id,SS1_result_avg,SS2_result_avg,SS3_mock_result,absences,studytime,extra_tutoring,school_support,internet_access,CBT_preparation,health_status,wants_higher_education,wants_trade,CBT_outcome
1565,21,48,Fail,7,3,yes,yes,no,yes,Poor,yes,no,High
1566,49,47,Pass,7,2,yes,no,no,yes,Very Good,yes,no,High
1567,54,53,Fail,6,3,yes,no,yes,no,Poor,no,no,High
1568,60,57,Pass,4,2,yes,yes,no,yes,Good,no,yes,Low
1569,52,51,Pass,5,4,yes,yes,yes,yes,Average,yes,no,High
1570,58,68,Fail,2,2,no,no,yes,yes,Average,yes,no,Low
1571,33,61,Pass,4,1,no,no,yes,yes,Average,yes,yes,High
1572,54,62,Fail,9,2,no,no,yes,no,Very Good,no,no,Low
1573,38,45,Pass,6,4,no,no,no,yes,Very Good,yes,no,High
1574,42,69,Fail,4,3,no,yes,no,no,Very Good,yes,yes,High
1575,53,29,Pass,8,1,no,yes,no,yes,Average,no,yes,High
1576,67,66,Pass,5,2,yes,no,yes,yes,Poor,no,yes,High
1577,58,67,Fail,8,4,no,yes,no,yes,Very Good,yes,no,Low
1578,55,53,Fail,3,1,yes,no,no,no,Poor,no,yes,Low
1579,54,70,Fail,3,2,yes,no,yes,yes,Average,no,no,High
1580,47,57,Fail,3,3,no,no,yes,yes,Average,no,yes,High
1581,49,58,Fail,5,4,yes,no,no,no,Average,yes,no,High
1582,59,61,Pass,8,3,no,no,yes,yes,Average,yes,no,High
1583,41,89,Pass,9,4,yes,yes,no,yes,Very Good,no,no,High
1584,60,71,Pass,7,1,yes,no,no,no,Very Good,yes,no,High
1585,51,65,Pass,4,2,no,no,yes,yes,Average,yes,no,Low
1586,63,48,Fail,6,3,yes,yes,no,no,Very Poor,yes,no,High
1587,64,59,Pass,7,3,yes,no,yes,yes,Good,yes,no,Low
1588,38,49,Fail,2,3,yes,no,yes,yes,Average,yes,yes,Low
1589,49,66,Pass,3,4,no,no,yes,yes,Very Good,no,no,High
1590,46,59,Fail,2,2,yes,yes,no,yes,Very Poor,yes,yes,High
1591,36,46,Pass,4,1,no,no,yes,yes,Poor,yes,no,Low
1592,44,58,Pass,5,2,no,yes,no,yes,Good,yes,no,High
1593,79,49,Fail,6,3,no,no,yes,no,Good,yes,no,High
1594,61,59,Pass,4,2,no,yes,yes,no,Average,yes,no,Low
1595,74,49,Pass,0,3,yes,no,yes,yes,Average,no,no,High
1596,63,58,Pass,6,2,no,no,no,yes,Average,yes,no,Low
1597,47,65,Pass,4,1,no,no,no,yes,Average,yes,no,High
1598,51,57,Pass,3,2,yes,yes,no,yes,Poor,no,yes,Low
1599,60,54,Fail,5,3,yes,no,yes,no,Very Good,yes,yes,Low
1600,59,60,Pass,6,2,no,no,yes,yes,Very Poor,yes,yes,High
1601,49,64,Pass,4,3,no,no,no,yes,Average,yes,yes,Low
1602,39,46,Pass,5,2,no,no,yes,yes,Good,yes,no,Low
1603,87,60,Fail,4,2,no,no,yes,yes,Very Poor,yes,no,High
1604,53,71,Fail,4,1,no,no,yes,yes,Very Good,no,yes,Low
1605,51,63,Pass,4,3,yes,no,no,yes,Good,yes,yes,High
1606,56,58,Pass,1,2,yes,yes,no,yes,Very Poor,yes,no,Low
1607,52,64,Pass,6,4,no,no,yes,yes,Very Good,yes,no,High
1608,56,62,Fail,5,2,yes,no,no,yes,Average,yes,no,High
1609,67,65,Fail,4,2,yes,no,no,no,Good,no,no,High
1610,53,37,Fail,6,2,no,yes,yes,yes,Very Good,yes,no,High
1611,43,42,Pass,5,1,yes,no,yes,yes,Very Good,yes,yes,Low
1612,53,68,Pass,1,2,yes,no,no,yes,Average,yes,no,High
1613,50,42,Pass,3,2,no,yes,no,yes,Poor,no,no,High
1614,69,62,Pass,6,3,no,no,yes,no,Average,yes,yes,High
1615,66,54,Pass,5,2,yes,yes,no,no,Good,yes,no,High
1616,56,48,Pass,2,2,no,no,no,no,Very Good,yes,yes,High
1617,42,61,Fail,6,1,no,no,no,no,Very Poor,no,no,High
1618,42,60,Pass,6,2,yes,yes,yes,no,Very Poor,yes,yes,Low
1619,55,79,Fail,4,2,yes,yes,yes,yes,Good,yes,no,High
1620,58,51,Pass,5,4,yes,no,no,yes,Average,yes,no,Low
1621,51,72,Fail,2,3,no,no,no,yes,Average,yes,no,Low
1622,50,61,Fail,9,3,no,no,yes,no,Poor,yes,no,High
1623,49,51,Fail,4,2,no,no,no,yes,Average,yes,no,Low
1624,54,65,Fail,2,1,no,no,no,yes,Very Good,no,no,High
1625,31,63,Fail,1,2,yes,no,no,no,Very Good,no,no,High
1626,43,58,Pass,5,2,yes,no,yes,yes,Average,no,yes,High
1627,48,60,Pass,2,2,yes,no,no,yes,Very Good,yes,no,High
1628,67,52,Fail,8,2,yes,no,no,no,Average,no,no,High
1629,46,49,Fail,6,4,no,no,yes,no,Very Good,yes,yes,Low
1630,56,65,Fail,4,4,no,yes,yes,no,Poor,yes,no,Low
1631,57,55,Pass,3,2,yes,no,yes,no,Good,yes,no,Low
1632,67,57,Pass,8,3,yes,no,no,yes,Average,yes,no,High
1633,67,60,Fail,0,3,yes,no,yes,yes,Poor,yes,no,High
1634,54,60,Fail,4,2,no,no,no,yes,Very Good,yes,no,Low
1635,50,43,Pass,2,4,no,no,no,no,Poor,yes,yes,High
1636,48,70,Pass,7,2,no,yes,no,yes,Very Good,yes,no,High
1637,52,59,Pass,2,3,yes,no,no,yes,Poor,yes,no,High
1638,50,55,Pass,4,2,yes,yes,no,yes,Very Poor,no,no,High
1639,60,62,Pass,5,2,yes,yes,yes,yes,Very Good,no,yes,Low
1640,59,60,Pass,7,2,no,no,no,yes,Average,no,yes,Low
1641,60,65,Fail,1,4,no,yes,yes,no,Average,no,no,High
1642,67,63,Pass,5,1,no,yes,yes,yes,Very Poor,no,no,Low
1643,73,65,Pass,6,1,no,no,yes,yes,Average,yes,no,High
1644,56,71,Fail,2,2,no,yes,no,yes,Average,no,no,High
1645,65,66,Fail,3,1,yes,yes,yes,yes,Average,yes,no,High
1646,51,56,Fail,1,3,yes,no,no,yes,Good,no,no,High
1647,66,46,Pass,7,3,no,no,no,yes,Good,yes,no,High
1648,65,74,Fail,3,4,yes,yes,yes,no,Very Good,yes,no,Low
1649,65,55,Pass,6,3,yes,yes,no,no,Good,no,no,Low
1650,55,53,Fail,4,4,no,no,no,no,Average,yes,yes,High
1651,48,40,Fail,4,3,no,yes,yes,yes,Average,yes,no,High
1652,41,61,Pass,9,4,no,no,no,no,Average,yes,no,Low
1653,54,59,Pass,11,2,yes,no,no,no,Average,yes,no,High
1654,70,42,Pass,8,2,yes,no,yes,no,Average,no,no,High
1655,51,62,Fail,7,4,no,no,yes,yes,Good,yes,yes,High
1656,62,53,Pass,5,3,no,no,no,yes,Very Good,yes,no,High
1657,63,84,Fail,5,4,no,no,no,yes,Good,no,yes,High
1658,52,52,Pass,8,1,no,no,no,no,Average,no,yes,High
1659,68,53,Pass,6,4,no,no,yes,yes,Average,yes,no,Low
1660,25,49,Fail,5,3,yes,no,no,yes,Good,no,no,Low
1661,42,70,Fail,6,2,yes,no,yes,yes,Good,yes,yes,High
1662,45,54,Fail,4,1,yes,no,no,no,Good,yes,yes,High
1663,46,50,Pass,5,2,no,yes,no,no,Very Poor,no,no,High
1664,58,65,Pass,4,4,yes,no,no,no,Good,no,no,High
1665,57,44,Pass,3,3,no,yes,yes,no,Good,yes,no,Low
1666,58,64,Pass,5,4,no,yes,no,yes,Very Poor,yes,yes,High
1667,60,75,Pass,7,2,yes,no,yes,yes,Poor,yes,no,High
1668,45,63,Fail,6,4,no,no,yes,no,Good,no,yes,Low
1669,42,64,Pass,8,2,no,no,no,no,Average,no,no,Low
1670,58,66,Pass,6,2,no,no,no,yes,Good,yes,no,High
1671,48,75,Pass,6,2,no,yes,no,yes,Poor,yes,no,High
1672,39,70,Pass,4,4,yes,no,no,yes,Very Poor,yes,yes,High
1673,64,62,Fail,3,2,yes,no,yes,yes,Poor,no,no,High
1674,68,67,Pass,5,2,yes,no,no,yes,Average,yes,no,High
1675,70,49,Pass,8,1,no,yes,no,yes,Average,yes,no,Low
1676,56,65,Pass,6,2,no,no,yes,no,Very Good,yes,no,High
1677,61,47,Fail,5,4,no,no,no,yes,Good,yes,no,Low
1678,68,54,Fail,6,2,yes,no,no,yes,Very Good,yes,no,Low
1679,48,27,Fail,9,3,no,yes,no,yes,Very Poor,yes,yes,High
1680,66,62,Pass,9,4,no,no,no,no,Poor,yes,no,High
1681,57,51,Pass,6,2,no,no,yes,yes,Very Poor,no,no,High
1682,64,69,Fail,4,3,yes,no,yes,yes,Average,yes,no,High
1683,56,61,Fail,5,2,no,no,yes,yes,Average,yes,no,High
1684,67,69,Fail,4,4,yes,no,yes,yes,Good,yes,yes,High
1685,57,47,Fail,3,1,yes,no,no,yes,Poor,yes,no,Low
1686,40,68,Pass,10,3,yes,yes,yes,yes,Poor,yes,no,High
1687,69,79,Fail,3,3,yes,no,no,yes,Average,yes,yes,High
1688,45,65,Fail,7,2,no,no,yes,yes,Average,no,no,Low
1689,67,65,Fail,9,2,yes,yes,no,yes,Good,no,yes,Low
1690,54,59,Pass,2,2,no,no,yes,no,Good,no,no,High
1691,66,52,Pass,7,1,yes,yes,no,no,Poor,yes,no,High
1692,66,65,Pass,3,2,yes,yes,yes,yes,Good,no,no,High
1693,59,42,Pass,8,4,yes,no,yes,yes,Average,no,no,Low
1694,60,53,Pass,8,2,yes,no,no,yes,Average,yes,no,High
1695,59,40,Fail,4,2,yes,no,no,yes,Very Poor,yes,no,Low
1696,34,50,Pass,6,1,no,yes,no,no,Good,yes,no,High
1697,56,64,Pass,4,1,no,no,no,yes,Very Poor,yes,no,Low
1698,43,63,Pass,4,2,yes,no,no,no,Average,no,no,Low
1699,56,58,Pass,5,4,yes,no,no,no,Very Poor,yes,no,High
1700,43,59,Fail,5,4,yes,no,no,yes,Average,yes,no,Low
1701,43,39,Pass,7,2,no,no,yes,yes,Good,yes,no,Low
1702,71,54,Pass,3,2,no,yes,no,yes,Very Good,yes,yes,High
1703,65,51,Fail,3,2,no,no,no,yes,Good,no,no,High
1704,54,51,Fail,2,3,yes,no,no,no,Very Good,yes,no,Low
1705,56,63,Pass,3,3,yes,yes,no,yes,Good,yes,no,Low
1706,52,49,Fail,3,3,yes,no,yes,yes,Average,yes,no,High
1707,60,51,Fail,4,1,no,no,no,no,Average,no,no,High
1708,48,37,Fail,3,4,yes,no,no,no,Average,yes,no,High
1709,64,55,Pass,6,1,no,no,no,yes,Average,no,yes,High
1710,52,47,Fail,6,2,no,yes,no,no,Average,yes,no,High
1711,50,58,Pass,7,4,no,yes,yes,yes,Good,yes,no,High
1712,55,48,Pass,8,2,yes,no,yes,no,Very Poor,yes,no,High
1713,49,59,Pass,4,1,no,yes,no,yes,Good,yes,yes,Low
1714,58,56,Pass,4,2,yes,yes,yes,no,Poor,yes,no,High
1715,49,74,Fail,5,2,no,no,no,yes,Very Poor,yes,no,High
1716,59,62,Pass,6,1,yes,yes,no,yes,Average,yes,yes,High
1717,67,39,Pass,7,2,yes,no,yes,yes,Average,yes,yes,High
1718,47,45,Pass,10,2,yes,no,yes,yes,Very Poor,yes,yes,Low
1719,53,58,Pass,3,3,no,no,no,yes,Average,yes,no,High
1720,59,48,Fail,3,1,yes,no,yes,no,Average,no,yes,Low
1721,50,28,Pass,4,3,yes,no,yes,no,Very Poor,yes,yes,Low
1722,59,71,Fail,2,2,yes,no,no,no,Good,yes,no,High
1723,60,65,Fail,1,2,yes,no,no,no,Poor,yes,no,Low
1724,65,63,Fail,4,2,no,no,no,no,Good,yes,yes,High
1725,48,51,Fail,6,3,yes,no,no,no,Average,yes,yes,High
1726,45,62,Pass,4,3,no,no,no,yes,Average,yes,no,High
1727,51,50,Fail,6,1,no,no,no,no,Very Good,no,yes,High
1728,45,60,Fail,5,3,no,no,no,yes,Good,no,yes,High
1729,60,48,Fail,3,4,yes,no,no,no,Good,yes,no,High
1730,43,73,Fail,5,1,yes,no,no,yes,Poor,yes,no,High
1731,78,42,Fail,10,3,no,yes,yes,yes,Very Poor,yes,no,High
1732,67,70,Fail,2,2,no,yes,no,yes,Good,yes,no,High
1733,55,58,Fail,8,1,yes,no,yes,yes,Average,yes,no,High
1734,63,53,Pass,4,2,no,yes,yes,yes,Very Good,no,no,High
1735,38,59,Pass,6,4,no,yes,no,no,Average,yes,no,High
1736,80,65,Pass,2,2,yes,no,yes,yes,Average,yes,no,High
1737,49,71,Pass,4,4,no,yes,yes,yes,Average,yes,no,High
1738,53,61,Fail,7,3,yes,no,yes,yes,Good,no,no,High
1739,36,49,Fail,6,1,yes,yes,no,yes,Average,yes,yes,High
1740,59,58,Fail,3,1,yes,no,no,yes,Very Good,yes,yes,High
1741,43,76,Fail,4,3,yes,no,no,yes,Average,yes,no,Low
1742,56,71,Pass,4,2,yes,yes,no,yes,Good,yes,no,High
1743,49,67,Fail,7,1,no,no,no,yes,Average,yes,yes,Low
1744,44,65,Pass,5,3,no,no,no,yes,Good,yes,no,High
1745,46,64,Pass,7,3,no,no,yes,no,Very Poor,yes,yes,High
1746,57,69,Pass,4,3,no,no,no,yes,Good,no,yes,High
1747,42,53,Fail,3,2,yes,no,yes,yes,Average,yes,yes,Low
1748,47,44,Pass,3,2,yes,yes,yes,yes,Average,yes,no,High
1749,61,58,Fail,3,4,no,no,no,yes,Poor,yes,yes,Low
1750,81,49,Pass,3,4,no,yes,no,yes,Good,yes,no,Low
1751,59,47,Pass,4,2,yes,no,no,yes,Poor,no,yes,Low
1752,45,50,Pass,6,3,no,yes,yes,no,Poor,yes,yes,High
1753,51,82,Pass,4,2,yes,no,yes,yes,Poor,yes,no,High
1754,55,59,Fail,11,2,no,yes,yes,yes,Very Poor,yes,no,High
1755,51,61,Pass,3,2,no,yes,no,yes,Good,no,no,High
1756,64,45,Fail,6,1,yes,no,no,yes,Average,yes,yes,High
1757,57,39,Fail,1,4,yes,no,no,yes,Poor,yes,yes,High
1758,64,49,Fail,10,2,no,no,no,yes,Average,yes,no,Low
1759,51,72,Pass,4,2,yes,no,no,no,Average,yes,yes,Low
1760,68,61,Fail,5,3,yes,yes,yes,yes,Average,no,no,High
1761,53,63,Pass,3,3,yes,no,no,yes,Average,yes,no,High
1762,45,65,Pass,6,1,no,no,no,no,Average,yes,no,Low
1763,76,52,Pass,11,3,no,yes,no,yes,Average,yes,no,High
1764,36,71,Fail,6,3,no,no,yes,yes,Good,yes,no,Low
1765,47,51,Pass,3,3,no,no,no,yes,Very Poor,yes,yes,Low
1766,48,72,Pass,2,3,no,yes,yes,yes,Very Good,no,no,High
1767,80,62,Pass,5,2,yes,yes,no,no,Poor,yes,no,Low
1768,73,40,Pass,7,2,no,no,no,yes,Good,yes,yes,Low
1769,69,50,Pass,3,3,yes,no,yes,yes,Average,yes,no,High
1770,51,40,Fail,1,4,yes,no,yes,no,Average,no,no,High
1771,79,69,Pass,9,2,no,no,no,yes,Good,yes,no,Low
1772,58,57,Fail,6,1,yes,yes,no,yes,Good,yes,yes,High
1773,64,35,Fail,6,4,no,no,no,yes,Average,no,no,Low
1774,56,61,Fail,3,2,yes,yes,no,no,Average,yes,no,High
1775,54,52,Pass,4,2,no,yes,no,no,Very Poor,yes,no,High
1776,52,43,Fail,6,2,yes,yes,yes,yes,Very Good,yes,no,Low
1777,52,74,Pass,2,2,yes,no,no,no,Good,yes,yes,High
1778,61,59,Pass,7,2,yes,yes,no,no,Average,yes,yes,High
1779,58,55,Fail,8,2,yes,no,yes,no,Good,no,no,High
1780,54,54,Fail,5,1,yes,no,yes,yes,Average,yes,no,High
1781,70,42,Fail,6,4,no,no,yes,no,Good,yes,yes,High
1782,25,44,Fail,3,4,no,yes,yes,yes,Average,yes,no,High
1783,60,70,Pass,6,4,yes,yes,no,no,Average,yes,no,High
1784,62,53,Fail,6,4,yes,no,yes,yes,Very Poor,no,no,High
1785,66,58,Pass,5,3,yes,no,no,yes,Very Good,yes,no,High
1786,54,37,Pass,8,2,yes,no,no,no,Good,no,no,High
1787,57,44,Fail,7,1,no,no,yes,no,Good,no,yes,High
1788,64,64,Fail,5,1,yes,no,yes,yes,Average,no,no,High
1789,69,61,Pass,2,2,no,yes,no,yes,Average,yes,no,Low
1790,51,75,Pass,2,2,yes,no,yes,yes,Average,yes,no,High
1791,57,71,Pass,9,4,no,no,yes,yes,Good,yes,no,High
1792,71,55,Pass,4,2,no,no,yes,yes,Very Good,yes,no,Low
1793,33,62,Fail,5,2,yes,no,yes,yes,Average,yes,no,High
1794,48,54,Fail,11,3,no,no,yes,yes,Good,yes,no,High
1795,69,78,Fail,3,2,no,no,yes,yes,Good,no,no,High
1796,65,69,Fail,3,4,no,yes,no,yes,Poor,yes,no,High
1797,60,59,Pass,4,2,yes,no,yes,no,Average,yes,no,High
1798,50,60,Pass,3,2,no,yes,no,yes,Poor,yes,no,Low
1799,46,72,Pass,6,4,no,no,yes,yes,Good,yes,no,High
1800,49,63,Fail,7,3,yes,no,yes,no,Very Good,yes,yes,High
1801,70,73,Fail,2,2,yes,yes,no,yes,Very Good,yes,no,Low
1802,48,36,Fail,4,2,yes,yes,yes,yes,Good,yes,yes,Low
1803,56,62,Pass,3,3,yes,no,yes,yes,Average,yes,no,High
1804,47,52,Pass,5,2,no,yes,no,yes,Good,yes,no,High
1805,63,75,Fail,7,4,yes,no,yes,yes,Very Good,yes,no,Low
1806,49,73,Pass,5,4,no,yes,no,yes,Good,yes,yes,High
1807,54,58,Fail,4,2,yes,yes,yes,no,Average,yes,no,High
1808,38,73,Pass,5,3,yes,no,yes,yes,Very Good,yes,no,High
1809,38,75,Pass,7,4,no,no,yes,no,Good,yes,yes,High
1810,55,58,Fail,6,2,yes,no,no,yes,Very Good,yes,no,High
1811,41,82,Pass,3,4,no,no,no,yes,Very Good,no,yes,Low
1812,76,57,Fail,6,3,no,no,no,yes,Average,yes,yes,Low
1813,34,55,Fail,5,2,no,no,no,yes,Very Good,yes,no,High
1814,46,66,Pass,4,3,no,yes,no,no,Average,no,no,High
1815,55,54,Fail,2,2,no,yes,no,yes,Very Poor,yes,no,High
1816,51,58,Pass,5,1,no,yes,no,yes,Good,yes,no,High
1817,43,72,Pass,5,3,yes,no,no,yes,Average,no,yes,High
1818,45,58,Fail,5,2,no,no,yes,yes,Average,yes,no,High
1819,45,41,Pass,3,3,no,no,no,no,Very Good,no,yes,Low
1820,52,61,Pass,6,2,no,no,no,no,Very Poor,yes,yes,High
1821,74,51,Fail,5,2,yes,yes,yes,no,Very Good,yes,no,High
1822,55,66,Pass,5,3,no,no,no,yes,Poor,yes,no,High
1823,66,64,Fail,6,4,no,yes,no,yes,Average,yes,no,High
1824,60,72,Fail,5,4,yes,no,yes,yes,Average,yes,yes,High
1825,66,67,Pass,6,4,no,no,no,yes,Good,no,no,High
1826,27,68,Pass,2,2,no,no,no,yes,Poor,yes,no,Low
1827,51,51,Pass,12,3,no,no,no,no,Very Good,no,yes,High
1828,68,66,Pass,7,2,yes,no,yes,no,Good,yes,yes,High
1829,49,77,Fail,4,2,yes,no,yes,no,Good,no,no,Low
1830,72,51,Fail,5,1,no,yes,yes,yes,Poor,yes,no,Low
1831,69,75,Pass,7,4,no,yes,yes,yes,Average,yes,yes,Low
1832,50,52,Fail,1,1,yes,no,no,no,Very Good,yes,yes,High
1833,49,49,Fail,5,1,yes,no,no,no,Average,yes,no,High
1834,44,60,Pass,6,2,yes,no,no,no,Poor,yes,no,Low
1835,48,65,Fail,5,2,yes,no,yes,yes,Average,yes,yes,High
1836,42,67,Fail,2,4,no,no,yes,no,Very Good,yes,no,Low
1837,59,48,Pass,5,2,no,yes,no,yes,Average,yes,no,High
1838,40,62,Pass,2,2,no,yes,no,yes,Average,yes,yes,High
1839,61,51,Fail,4,2,no,no,no,no,Good,yes,no,High
1840,61,43,Pass,5,2,no,yes,no,yes,Very Good,yes,yes,High
1841,38,48,Pass,6,1,yes,no,no,yes,Very Poor,yes,no,Low
1842,70,50,Fail,3,2,no,no,yes,yes,Poor,no,yes,Low
1843,60,63,Fail,6,2,yes,yes,no,yes,Poor,yes,no,High
1844,62,69,Pass,6,2,no,no,yes,yes,Very Poor,no,no,High
1845,47,43,Pass,3,3,yes,no,no,yes,Average,no,no,High
1846,61,61,Pass,4,4,yes,no,no,yes,Poor,yes,no,Low
1847,66,46,Pass,4,1,yes,no,no,yes,Average,no,yes,High
1848,54,64,Pass,7,1,no,no,yes,no,Average,yes,no,High
1849,75,51,Pass,4,3,yes,no,no,yes,Average,no,yes,High
1850,55,47,Pass,7,2,yes,no,yes,no,Very Good,yes,no,Low
1851,66,65,Pass,5,2,no,no,yes,yes,Poor,yes,yes,High
1852,57,52,Pass,2,2,no,no,no,yes,Average,yes,no,Low
1853,60,54,Pass,6,4,yes,no,no,yes,Average,no,yes,High
1854,38,35,Pass,5,3,yes,no,no,yes,Average,yes,yes,Low
1855,58,67,Pass,3,1,yes,no,no,no,Good,yes,no,High
1856,47,66,Fail,2,1,no,no,yes,yes,Good,yes,yes,High
1857,46,58,Pass,8,2,no,no,yes,no,Average,no,no,High
1858,72,42,Fail,1,2,yes,no,yes,yes,Very Good,yes,yes,Low
1859,52,70,Fail,5,2,no,no,no,no,Good,yes,yes,High
1860,44,51,Pass,4,3,yes,yes,yes,yes,Poor,yes,no,Low
1861,51,53,Fail,6,2,yes,no,no,yes,Poor,yes,yes,Low
1862,41,81,Pass,3,2,no,yes,no,yes,Good,yes,yes,High
1863,69,50,Pass,5,2,yes,no,no,yes,Very Good,no,yes,Low
1864,48,65,Pass,3,1,no,no,no,yes,Average,no,yes,Low
1865,60,63,Pass,7,4,no,no,yes,yes,Poor,yes,yes,Low
1866,68,61,Pass,5,1,yes,no,no,yes,Very Good,no,yes,Low
1867,49,60,Pass,7,2,yes,no,no,no,Poor,no,yes,Low
1868,60,61,Fail,6,1,no,yes,no,no,Good,no,no,High
1869,44,60,Fail,8,2,no,no,yes,yes,Very Poor,no,yes,Low
1870,79,57,Pass,6,4,yes,yes,yes,yes,Very Poor,yes,no,Low
1871,64,73,Pass,4,1,yes,no,no,yes,Average,yes,no,High
1872,53,44,Pass,4,2,yes,no,yes,no,Good,yes,yes,High
1873,47,68,Pass,2,1,no,no,no,yes,Poor,yes,yes,Low
1874,53,66,Fail,2,3,yes,no,yes,yes,Good,no,yes,High
1875,51,64,Pass,5,3,yes,no,no,yes,Poor,yes,no,High
1876,74,69,Pass,2,3,no,yes,no,yes,Average,no,no,High
1877,42,57,Fail,1,2,yes,no,no,yes,Average,yes,no,Low
1878,56,39,Fail,4,4,yes,yes,no,yes,Good,yes,no,High
1879,54,57,Pass,6,2,no,yes,no,yes,Good,yes,yes,Low
1880,53,48,Pass,6,2,no,no,no,yes,Very Poor,no,no,High
1881,53,50,Pass,9,3,yes,yes,no,yes,Poor,yes,no,Low
1882,53,45,Pass,3,2,yes,yes,yes,yes,Very Good,yes,no,High
1883,63,53,Pass,9,2,yes,yes,yes,yes,Average,yes,no,Low
1884,61,52,Pass,6,2,yes,no,yes,yes,Average,no,yes,High
1885,59,34,Fail,11,1,no,no,yes,yes,Poor,yes,no,High
1886,24,65,Pass,5,2,no,no,no,yes,Very Good,no,no,High
1887,57,80,Pass,2,3,no,no,no,yes,Very Good,yes,no,Low
1888,38,64,Pass,7,1,no,no,no,yes,Very Poor,yes,no,Low
1889,61,55,Pass,2,3,no,yes,yes,no,Average,yes,no,High
1890,69,57,Fail,2,4,no,yes,yes,yes,Very Good,no,no,Low
1891,45,53,Pass,5,2,no,no,no,yes,Average,yes,no,Low
1892,52,58,Pass,7,2,yes,no,no,yes,Average,yes,yes,High
1893,49,57,Pass,4,4,no,no,no,yes,Average,yes,no,High
1894,67,49,Pass,6,3,yes,yes,no,no,Very Poor,no,no,High
1895,55,74,Pass,6,1,yes,yes,no,no,Good,yes,no,High
1896,72,43,Pass,2,2,no,yes,no,yes,Average,yes,no,Low
1897,59,65,Pass,10,3,yes,no,no,yes,Average,yes,no,High
1898,57,56,Pass,4,2,no,yes,no,no,Average,yes,no,High
1899,55,77,Pass,4,3,no,no,yes,no,Good,yes,yes,Low
1900,63,61,Fail,4,2,no,yes,no,yes,Good,yes,no,Low
1901,37,54,Fail,3,3,no,no,no,yes,Average,yes,no,High
1902,55,55,Fail,3,2,yes,yes,yes,no,Very Good,yes,no,High
1903,54,58,Fail,7,3,yes,yes,yes,no,Poor,yes,yes,High
1904,62,46,Pass,7,4,no,yes,no,yes,Good,yes,no,Low
1905,53,50,Fail,7,2,yes,yes,no,yes,Average,no,no,Low
1906,44,40,Pass,3,3,no,yes,no,yes,Poor,yes,no,High
1907,55,48,Pass,5,2,yes,no,yes,yes,Poor,yes,yes,High
1908,44,58,Pass,7,2,yes,yes,no,yes,Average,no,yes,High
1909,35,61,Pass,7,4,yes,yes,yes,yes,Very Good,yes,no,Low
1910,62,38,Fail,4,1,no,no,no,no,Good,yes,no,High
1911,60,56,Pass,8,2,yes,no,no,yes,Good,yes,yes,Low
1912,59,63,Pass,8,2,yes,yes,no,yes,Very Poor,yes,no,High
1913,68,56,Pass,5,2,yes,no,yes,no,Very Good,yes,no,Low
1914,48,51,Pass,10,3,yes,no,yes,yes,Average,no,no,High
1915,40,53,Pass,6,2,yes,yes,yes,no,Good,yes,no,High
1916,54,52,Pass,9,1,yes,no,no,no,Good,yes,no,High
1917,51,51,Pass,8,2,no,yes,yes,yes,Poor,no,yes,High
1918,46,59,Fail,6,2,yes,yes,yes,yes,Good,yes,yes,High
1919,54,81,Pass,4,2,yes,no,no,no,Very Poor,yes,no,High
1920,48,50,Pass,2,3,no,yes,no,yes,Poor,yes,no,High
1921,36,54,Fail,3,2,yes,yes,yes,yes,Good,no,no,High
1922,50,57,Fail,1,2,no,no,yes,no,Poor,yes,yes,High
1923,43,51,Pass,8,3,yes,no,no,yes,Average,yes,no,Low
1924,57,68,Pass,7,1,yes,no,no,yes,Poor,yes,no,Low
1925,48,34,Fail,5,2,yes,no,no,yes,Average,yes,no,High
1926,66,52,Pass,2,3,no,no,yes,yes,Very Poor,yes,no,High
1927,71,66,Pass,7,2,no,no,no,yes,Good,yes,yes,Low
1928,61,55,Pass,12,2,yes,yes,no,yes,Very Poor,yes,yes,High
1929,39,49,Fail,5,2,no,no,no,yes,Good,no,no,High
1930,70,62,Fail,3,2,yes,yes,yes,yes,Good,no,no,High
1931,70,67,Fail,4,2,yes,yes,yes,no,Average,no,no,High
1932,55,60,Pass,5,4,no,no,no,yes,Very Good,yes,no,High
1933,68,49,Pass,6,2,no,no,no,yes,Poor,yes,yes,Low
1934,49,62,Pass,3,3,yes,yes,no,yes,Average,yes,no,High
1935,36,53,Fail,3,4,yes,yes,yes,no,Poor,yes,no,Low
1936,47,65,Fail,1,3,no,no,no,yes,Average,yes,yes,Low
1937,72,72,Pass,5,2,no,no,yes,yes,Very Good,yes,no,Low
1938,40,31,Fail,2,2,yes,no,yes,no,Poor,yes,no,High
1939,54,59,Pass,4,2,no,no,no,no,Good,yes,no,High
1940,55,40,Pass,2,3,yes,no,yes,yes,Good,yes,yes,High
1941,49,82,Fail,7,1,no,no,yes,no,Very Poor,yes,no,High
1942,50,53,Pass,3,4,no,no,no,no,Very Good,no,no,Low
1943,55,65,Pass,9,2,no,no,yes,no,Very Good,yes,yes,High
1944,49,57,Pass,6,3,no,no,no,yes,Very Good,no,no,Low
1945,40,49,Fail,5,1,yes,no,no,yes,Average,no,yes,High
1946,57,48,Fail,2,4,yes,no,no,yes,Poor,no,no,Low
1947,65,73,Fail,5,1,no,yes,no,yes,Average,no,no,High
1948,63,67,Fail,5,3,yes,no,no,yes,Good,yes,no,High
1949,46,77,Pass,8,2,yes,no,yes,yes,Average,yes,yes,Low
